"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"29.08.1997","3.009,46","2.405,74","2.405,74","2.405,74","","-0,95%"
"28.08.1997","3.038,43","2.428,89","2.428,89","2.428,89","","-0,09%"
"27.08.1997","3.041,02","2.431,10","2.431,10","2.431,10","","-0,89%"
"26.08.1997","3.068,45","2.453,00","2.453,00","2.453,00","","-1,44%"
"25.08.1997","3.113,41","2.489,09","2.489,09","2.489,09","","-0,43%"
"22.08.1997","3.127,00","2.500,12","2.500,12","2.500,12","","-1,14%"
"21.08.1997","3.163,12","2.529,05","2.529,05","2.529,05","","0,80%"
"20.08.1997","3.138,00","2.508,75","2.508,75","2.508,75","","0,35%"
"19.08.1997","3.126,97","2.499,86","2.499,86","2.499,86","","1,62%"
"18.08.1997","3.077,15","2.460,05","2.460,05","2.460,05","","-2,09%"
"15.08.1997","3.142,88","2.512,67","2.512,67","2.512,67","","0,04%"
"14.08.1997","3.141,52","2.512,01","2.512,01","2.512,01","","-0,30%"
"13.08.1997","3.150,93","2.519,59","2.519,59","2.519,59","","-0,19%"
"12.08.1997","3.157,02","2.524,45","2.524,45","2.524,45","","-0,24%"
"11.08.1997","3.164,57","2.530,60","2.530,60","2.530,60","","-0,78%"
"08.08.1997","3.189,37","2.550,68","2.550,68","2.550,68","","-0,36%"
"07.08.1997","3.200,79","2.559,95","2.559,95","2.559,95","","0,38%"
"06.08.1997","3.188,54","2.550,57","2.550,57","2.550,57","","-0,23%"
"05.08.1997","3.195,83","2.556,38","2.556,38","2.556,38","","0,18%"
"04.08.1997","3.190,00","2.551,72","2.551,72","2.551,72","","-0,60%"
"01.08.1997","3.209,16","2.566,69","2.566,69","2.566,69","","0,61%"
"31.07.1997","3.189,67","2.551,10","2.551,10","2.551,10","","0,55%"
"30.07.1997","3.172,23","2.537,27","2.537,27","2.537,27","","-0,50%"
"29.07.1997","3.188,11","2.550,17","2.550,17","2.550,17","","0,05%"
"28.07.1997","3.186,50","2.548,97","2.548,97","2.548,97","","-0,43%"
"25.07.1997","3.200,31","2.560,29","2.560,29","2.560,29","","0,17%"
"24.07.1997","3.194,75","2.558,13","2.558,13","2.558,13","","-0,86%"
"23.07.1997","3.222,43","2.580,79","2.580,79","2.580,79","","1,14%"
"22.07.1997","3.186,05","2.551,33","2.551,33","2.551,33","","0,54%"
"21.07.1997","3.168,90","2.537,40","2.537,40","2.537,40","","-1,51%"
"18.07.1997","3.217,38","2.577,04","2.577,04","2.577,04","","-0,40%"
"17.07.1997","3.230,22","2.588,42","2.588,42","2.588,42","","-0,31%"
"16.07.1997","3.240,42","2.599,25","2.599,25","2.599,25","","-0,56%"
"15.07.1997","3.258,51","2.614,92","2.614,92","2.614,92","","-0,40%"
"14.07.1997","3.271,50","2.625,46","2.625,46","2.625,46","","2,22%"
"11.07.1997","3.200,34","2.567,84","2.567,84","2.567,84","","1,51%"
"10.07.1997","3.152,84","2.531,62","2.531,62","2.531,62","","0,55%"
"09.07.1997","3.135,68","2.517,79","2.517,79","2.517,79","","0,66%"
"08.07.1997","3.115,16","2.501,11","2.501,11","2.501,11","","0,41%"
"07.07.1997","3.102,46","2.490,61","2.490,61","2.490,61","","0,71%"
"04.07.1997","3.080,55","2.472,92","2.472,92","2.472,92","","0,62%"
"03.07.1997","3.061,47","2.461,33","2.461,33","2.461,33","","0,42%"
"02.07.1997","3.048,62","2.453,52","2.453,52","2.453,52","","0,56%"
"01.07.1997","3.031,53","2.440,67","2.440,67","2.440,67","","-0,53%"
"30.06.1997","3.047,74","2.453,59","2.453,59","2.453,59","","0,23%"
"27.06.1997","3.040,86","2.450,18","2.450,18","2.450,18","","0,35%"
"26.06.1997","3.030,40","2.441,68","2.441,68","2.441,68","","0,36%"
"25.06.1997","3.019,51","2.432,83","2.432,83","2.432,83","","0,78%"
"24.06.1997","2.996,17","2.413,87","2.413,87","2.413,87","","-0,36%"
"23.06.1997","3.007,13","2.422,58","2.422,58","2.422,58","","0,16%"
"20.06.1997","3.002,44","2.419,46","2.419,46","2.419,46","","0,27%"
"19.06.1997","2.994,34","2.417,70","2.417,70","2.417,70","","0,69%"
"18.06.1997","2.973,85","2.401,82","2.401,82","2.401,82","","0,06%"
"17.06.1997","2.972,13","2.400,57","2.400,57","2.400,57","","0,43%"
"16.06.1997","2.959,46","2.390,36","2.390,36","2.390,36","","1,05%"
"13.06.1997","2.928,80","2.365,57","2.365,57","2.365,57","","-0,16%"
"12.06.1997","2.933,59","2.370,65","2.370,65","2.370,65","","0,38%"
"11.06.1997","2.922,57","2.361,76","2.361,76","2.361,76","","0,20%"
"10.06.1997","2.916,62","2.357,68","2.357,68","2.357,68","","0,13%"
"09.06.1997","2.912,92","2.354,81","2.354,81","2.354,81","","0,07%"
"06.06.1997","2.910,84","2.353,06","2.353,06","2.353,06","","0,83%"
"05.06.1997","2.886,90","2.333,68","2.333,68","2.333,68","","1,56%"
"04.06.1997","2.842,42","2.297,66","2.297,66","2.297,66","","-0,13%"
"03.06.1997","2.846,23","2.300,69","2.300,69","2.300,69","","-0,09%"
"02.06.1997","2.848,88","2.302,86","2.302,86","2.302,86","","0,16%"
"30.05.1997","2.844,36","2.299,30","2.299,30","2.299,30","","0,00%"
"28.05.1997","2.844,29","2.299,03","2.299,03","2.299,03","","0,64%"
"27.05.1997","2.826,30","2.287,54","2.287,54","2.287,54","","0,28%"
"26.05.1997","2.818,33","2.280,97","2.280,97","2.280,97","","0,96%"
"23.05.1997","2.791,56","2.259,18","2.259,18","2.259,18","","0,35%"
"22.05.1997","2.781,80","2.252,05","2.252,05","2.252,05","","0,33%"
"21.05.1997","2.772,56","2.244,59","2.244,59","2.244,59","","-0,10%"
"20.05.1997","2.775,43","2.246,91","2.246,91","2.246,91","","-0,41%"
"16.05.1997","2.786,86","2.256,27","2.256,27","2.256,27","","0,60%"
"15.05.1997","2.770,35","2.242,95","2.242,95","2.242,95","","-0,20%"
"14.05.1997","2.775,88","2.247,49","2.247,49","2.247,49","","0,68%"
"13.05.1997","2.757,08","2.232,21","2.232,21","2.232,21","","1,08%"
"12.05.1997","2.727,67","2.208,23","2.208,23","2.208,23","","1,17%"
"09.05.1997","2.696,02","2.182,48","2.182,48","2.182,48","","0,41%"
"07.05.1997","2.685,13","2.173,63","2.173,63","2.173,63","","0,65%"
"06.05.1997","2.667,78","2.160,05","2.160,05","2.160,05","","0,19%"
"05.05.1997","2.662,67","2.155,94","2.155,94","2.155,94","","1,01%"
"02.05.1997","2.636,05","2.134,31","2.134,31","2.134,31","","0,52%"
"30.04.1997","2.622,37","2.123,20","2.123,20","2.123,20","","0,15%"
"29.04.1997","2.618,35","2.119,87","2.119,87","2.119,87","","-0,04%"
"28.04.1997","2.619,50","2.122,04","2.122,04","2.122,04","","0,24%"
"25.04.1997","2.613,16","2.116,90","2.116,90","2.116,90","","0,15%"
"24.04.1997","2.609,22","2.113,85","2.113,85","2.113,85","","-0,11%"
"23.04.1997","2.612,17","2.116,23","2.116,23","2.116,23","","-0,08%"
"22.04.1997","2.614,36","2.117,94","2.117,94","2.117,94","","-0,04%"
"21.04.1997","2.615,41","2.118,77","2.118,77","2.118,77","","-0,77%"
"18.04.1997","2.635,68","2.135,24","2.135,24","2.135,24","","-0,22%"
"17.04.1997","2.641,58","2.140,04","2.140,04","2.140,04","","-0,28%"
"16.04.1997","2.648,99","2.146,03","2.146,03","2.146,03","","0,53%"
"15.04.1997","2.634,96","2.134,54","2.134,54","2.134,54","","1,09%"
"14.04.1997","2.606,47","2.111,37","2.111,37","2.111,37","","-0,10%"
"11.04.1997","2.609,08","2.113,43","2.113,43","2.113,43","","0,71%"
"10.04.1997","2.590,78","2.098,72","2.098,72","2.098,72","","-0,06%"
"09.04.1997","2.592,45","2.100,02","2.100,02","2.100,02","","0,50%"
"08.04.1997","2.579,56","2.089,50","2.089,50","2.089,50","","0,51%"
"07.04.1997","2.566,40","2.078,92","2.078,92","2.078,92","","1,04%"
"04.04.1997","2.539,89","2.057,34","2.057,34","2.057,34","","0,71%"
"03.04.1997","2.521,91","2.042,72","2.042,72","2.042,72","","-0,22%"
"02.04.1997","2.527,42","2.047,17","2.047,17","2.047,17","","0,31%"
"01.04.1997","2.519,49","2.040,78","2.040,78","2.040,78","","-1,19%"
"27.03.1997","2.549,86","2.065,35","2.065,35","2.065,35","","-0,43%"
"26.03.1997","2.560,89","2.074,27","2.074,27","2.074,27","","0,69%"
"25.03.1997","2.543,31","2.060,08","2.060,08","2.060,08","","0,20%"
"24.03.1997","2.538,14","2.055,95","2.055,95","2.055,95","","0,20%"
"21.03.1997","2.533,18","2.051,90","2.051,90","2.051,90","","0,11%"
"20.03.1997","2.530,37","2.050,34","2.050,34","2.050,34","","-0,18%"
"19.03.1997","2.535,02","2.056,33","2.056,33","2.056,33","","0,27%"
"18.03.1997","2.528,28","2.050,94","2.050,94","2.050,94","","-0,33%"
"17.03.1997","2.536,75","2.059,53","2.059,53","2.059,53","","-0,25%"
"14.03.1997","2.543,12","2.064,61","2.064,61","2.064,61","","-0,42%"
"13.03.1997","2.553,76","2.073,21","2.073,21","2.073,21","","-0,55%"
"12.03.1997","2.567,98","2.087,80","2.087,80","2.087,80","","-0,03%"
"11.03.1997","2.568,67","2.088,35","2.088,35","2.088,35","","0,55%"
"10.03.1997","2.554,70","2.077,01","2.077,01","2.077,01","","0,75%"
"07.03.1997","2.535,73","2.061,58","2.061,58","2.061,58","","-0,14%"
"06.03.1997","2.539,32","2.064,54","2.064,54","2.064,54","","0,08%"
"05.03.1997","2.537,30","2.062,93","2.062,93","2.062,93","","0,51%"
"04.03.1997","2.524,54","2.052,50","2.052,50","2.052,50","","1,11%"
"03.03.1997","2.496,82","2.029,96","2.029,96","2.029,96","","0,69%"
"28.02.1997","2.479,79","2.016,16","2.016,16","2.016,16","","-0,55%"
"27.02.1997","2.493,54","2.027,21","2.027,21","2.027,21","","0,66%"
"26.02.1997","2.477,15","2.014,01","2.014,01","2.014,01","","0,38%"
"25.02.1997","2.467,83","2.006,40","2.006,40","2.006,40","","-0,21%"
"24.02.1997","2.472,94","2.010,59","2.010,59","2.010,59","","0,21%"
"21.02.1997","2.467,73","2.006,36","2.006,36","2.006,36","","0,29%"
"20.02.1997","2.460,61","2.000,62","2.000,62","2.000,62","","-0,34%"
"19.02.1997","2.469,12","2.007,52","2.007,52","2.007,52","","0,28%"
"18.02.1997","2.462,24","2.001,95","2.001,95","2.001,95","","0,86%"
"17.02.1997","2.441,26","1.984,79","1.984,79","1.984,79","","0,13%"
"14.02.1997","2.438,09","1.982,15","1.982,15","1.982,15","","-0,14%"
"13.02.1997","2.441,48","1.984,98","1.984,98","1.984,98","","0,06%"
"12.02.1997","2.440,13","1.983,89","1.983,89","1.983,89","","-0,17%"
"11.02.1997","2.444,33","1.987,29","1.987,29","1.987,29","","-0,44%"
"10.02.1997","2.455,22","1.996,16","1.996,16","1.996,16","","0,33%"
"07.02.1997","2.447,10","1.989,49","1.989,49","1.989,49","","0,50%"
"06.02.1997","2.434,95","1.979,60","1.979,60","1.979,60","","0,01%"
"05.02.1997","2.434,75","1.979,41","1.979,41","1.979,41","","0,30%"
"04.02.1997","2.427,43","1.973,43","1.973,43","1.973,43","","0,10%"
"03.02.1997","2.425,09","1.971,51","1.971,51","1.971,51","","0,12%"
"31.01.1997","2.422,10","1.969,06","1.969,06","1.969,06","","0,43%"
"30.01.1997","2.411,84","1.960,70","1.960,70","1.960,70","","0,70%"
"29.01.1997","2.394,99","1.947,02","1.947,02","1.947,02","","0,49%"
"28.01.1997","2.383,40","1.937,54","1.937,54","1.937,54","","-0,24%"
"27.01.1997","2.389,24","1.942,31","1.942,31","1.942,31","","-0,32%"
"24.01.1997","2.396,96","1.948,65","1.948,65","1.948,65","","0,03%"
"23.01.1997","2.396,19","1.948,10","1.948,10","1.948,10","","0,43%"
"22.01.1997","2.385,88","1.939,72","1.939,72","1.939,72","","0,18%"
"21.01.1997","2.381,65","1.936,25","1.936,25","1.936,25","","0,26%"
"20.01.1997","2.375,53","1.931,30","1.931,30","1.931,30","","0,45%"
"17.01.1997","2.364,92","1.922,71","1.922,71","1.922,71","","0,45%"
"16.01.1997","2.354,39","1.914,16","1.914,16","1.914,16","","0,50%"
"15.01.1997","2.342,56","1.904,54","1.904,54","1.904,54","","-0,22%"
"14.01.1997","2.347,65","1.908,70","1.908,70","1.908,70","","0,47%"
"13.01.1997","2.336,68","1.899,75","1.899,75","1.899,75","","0,49%"
"10.01.1997","2.325,30","1.890,45","1.890,45","1.890,45","","0,31%"
"09.01.1997","2.318,02","1.884,53","1.884,53","1.884,53","","0,31%"
"08.01.1997","2.310,75","1.878,57","1.878,57","1.878,57","","0,43%"
"07.01.1997","2.300,89","1.870,53","1.870,53","1.870,53","","0,23%"
"06.01.1997","2.295,51","1.866,11","1.866,11","1.866,11","","0,31%"
"03.01.1997","2.288,47","1.860,48","1.860,48","1.860,48","","0,66%"
"02.01.1997","2.273,47","1.848,29","1.848,29","1.848,29","","-0,43%"
"30.12.1996","2.283,25","1.856,24","1.856,24","1.856,24","","-0,15%"
"27.12.1996","2.286,58","1.858,98","1.858,98","1.858,98","","0,52%"
"23.12.1996","2.274,73","1.849,31","1.849,31","1.849,31","","0,42%"
"20.12.1996","2.265,26","1.841,61","1.841,61","1.841,61","","0,06%"
"19.12.1996","2.263,86","1.840,49","1.840,49","1.840,49","","0,29%"
"18.12.1996","2.257,35","1.835,17","1.835,17","1.835,17","","1,03%"
"17.12.1996","2.234,34","1.816,44","1.816,44","1.816,44","","0,12%"
"16.12.1996","2.231,72","1.814,30","1.814,30","1.814,30","","0,47%"
"13.12.1996","2.221,29","1.805,78","1.805,78","1.805,78","","-0,52%"
"12.12.1996","2.232,83","1.815,92","1.815,92","1.815,92","","-0,15%"
"11.12.1996","2.236,11","1.818,55","1.818,55","1.818,55","","-0,28%"
"10.12.1996","2.242,50","1.823,79","1.823,79","1.823,79","","0,12%"
"09.12.1996","2.239,74","1.821,53","1.821,53","1.821,53","","0,79%"
"06.12.1996","2.222,24","1.807,31","1.807,31","1.807,31","","-0,81%"
"05.12.1996","2.240,29","1.821,96","1.821,96","1.821,96","","0,09%"
"04.12.1996","2.238,34","1.820,38","1.820,38","1.820,38","","0,41%"
"03.12.1996","2.229,27","1.813,04","1.813,04","1.813,04","","0,71%"
"02.12.1996","2.213,53","1.801,06","1.801,06","1.801,06","","-0,23%"
"29.11.1996","2.218,73","1.805,34","1.805,34","1.805,34","","0,32%"
"28.11.1996","2.211,74","1.799,68","1.799,68","1.799,68","","0,03%"
"27.11.1996","2.211,01","1.799,09","1.799,09","1.799,09","","0,15%"
"26.11.1996","2.207,77","1.796,45","1.796,45","1.796,45","","-0,09%"
"25.11.1996","2.209,70","1.797,99","1.797,99","1.797,99","","0,37%"
"22.11.1996","2.201,56","1.791,37","1.791,37","1.791,37","","0,17%"
"21.11.1996","2.197,82","1.788,32","1.788,32","1.788,32","","-0,28%"
"20.11.1996","2.204,01","1.793,37","1.793,37","1.793,37","","0,28%"
"19.11.1996","2.197,78","1.788,33","1.788,33","1.788,33","","-0,18%"
"18.11.1996","2.201,77","1.791,61","1.791,61","1.791,61","","-0,18%"
"15.11.1996","2.205,64","1.794,75","1.794,75","1.794,75","","-0,08%"
"14.11.1996","2.207,43","1.796,21","1.796,21","1.796,21","","0,08%"
"13.11.1996","2.205,75","1.794,86","1.794,86","1.794,86","","0,50%"
"12.11.1996","2.194,74","1.785,89","1.785,89","1.785,89","","-0,04%"
"11.11.1996","2.195,63","1.786,60","1.786,60","1.786,60","","0,31%"
"08.11.1996","2.188,84","1.781,03","1.781,03","1.781,03","","0,01%"
"07.11.1996","2.188,61","1.780,85","1.780,85","1.780,85","","-0,52%"
"06.11.1996","2.200,09","1.790,19","1.790,19","1.790,19","","0,02%"
"05.11.1996","2.199,60","1.789,84","1.789,84","1.789,84","","-0,14%"
"04.11.1996","2.202,78","1.792,43","1.792,43","1.792,43","","-0,78%"
"01.11.1996","2.220,08","1.806,52","1.806,52","1.806,52","","0,20%"
"31.10.1996","2.215,65","1.804,57","1.804,57","1.804,57","","-0,28%"
"30.10.1996","2.221,80","1.809,57","1.809,57","1.809,57","","0,13%"
"29.10.1996","2.218,87","1.807,17","1.807,17","1.807,17","","-0,27%"
"28.10.1996","2.224,82","1.812,01","1.812,01","1.812,01","","0,05%"
"25.10.1996","2.223,69","1.811,14","1.811,14","1.811,14","","-0,31%"
"24.10.1996","2.230,63","1.817,99","1.817,99","1.817,99","","-0,41%"
"23.10.1996","2.239,91","1.825,55","1.825,55","1.825,55","","-0,72%"
"22.10.1996","2.256,20","1.838,83","1.838,83","1.838,83","","-0,18%"
"21.10.1996","2.260,21","1.842,10","1.842,10","1.842,10","","-0,29%"
"18.10.1996","2.266,89","1.847,54","1.847,54","1.847,54","","0,14%"
"17.10.1996","2.263,83","1.845,05","1.845,05","1.845,05","","-0,22%"
"16.10.1996","2.268,75","1.849,05","1.849,05","1.849,05","","-0,50%"
"15.10.1996","2.280,06","1.858,27","1.858,27","1.858,27","","-0,35%"
"14.10.1996","2.288,18","1.864,89","1.864,89","1.864,89","","0,25%"
"11.10.1996","2.282,42","1.860,20","1.860,20","1.860,20","","0,16%"
"10.10.1996","2.278,88","1.857,31","1.857,31","1.857,31","","-0,31%"
"09.10.1996","2.285,89","1.863,03","1.863,03","1.863,03","","0,15%"
"08.10.1996","2.282,53","1.860,29","1.860,29","1.860,29","","-0,22%"
"07.10.1996","2.287,66","1.864,47","1.864,47","1.864,47","","0,15%"
"04.10.1996","2.284,14","1.861,60","1.861,60","1.861,60","","0,29%"
"02.10.1996","2.277,49","1.856,18","1.856,18","1.856,18","","0,09%"
"01.10.1996","2.275,34","1.854,43","1.854,43","1.854,43","","-0,13%"
"30.09.1996","2.278,31","1.856,85","1.856,85","1.856,85","","-0,29%"
"27.09.1996","2.284,98","1.862,30","1.862,30","1.862,30","","0,18%"
"26.09.1996","2.280,98","1.859,04","1.859,04","1.859,04","","-0,07%"
"25.09.1996","2.282,64","1.860,39","1.860,39","1.860,39","","0,63%"
"24.09.1996","2.268,27","1.848,68","1.848,68","1.848,68","","0,32%"
"23.09.1996","2.261,10","1.842,84","1.842,84","1.842,84","","0,40%"
"20.09.1996","2.252,11","1.835,49","1.835,49","1.835,49","","0,73%"
"19.09.1996","2.235,75","1.822,02","1.822,02","1.822,02","","-0,32%"
"18.09.1996","2.242,92","1.827,89","1.827,89","1.827,89","","-0,13%"
"17.09.1996","2.245,86","1.830,23","1.830,23","1.830,23","","0,19%"
"16.09.1996","2.241,55","1.826,71","1.826,71","1.826,71","","0,38%"
"13.09.1996","2.233,10","1.819,76","1.819,76","1.819,76","","0,08%"
"12.09.1996","2.231,40","1.818,53","1.818,53","1.818,53","","0,12%"
"11.09.1996","2.228,75","1.816,28","1.816,28","1.816,28","","0,14%"
"10.09.1996","2.225,65","1.813,74","1.813,74","1.813,74","","0,38%"
"09.09.1996","2.217,19","1.806,91","1.806,91","1.806,91","","0,21%"
"06.09.1996","2.212,54","1.803,32","1.803,32","1.803,32","","-0,46%"
"05.09.1996","2.222,75","1.811,52","1.811,52","1.811,52","","0,37%"
"04.09.1996","2.214,46","1.804,82","1.804,82","1.804,82","","0,71%"
"03.09.1996","2.198,89","1.792,03","1.792,03","1.792,03","","-0,54%"
"02.09.1996","2.210,91","1.801,88","1.801,88","1.801,88","","-0,80%"
"30.08.1996","2.228,68","1.816,42","1.816,42","1.816,42","","-0,84%"
"29.08.1996","2.247,53","1.831,36","1.831,36","1.831,36","","0,10%"
"28.08.1996","2.245,28","1.829,58","1.829,58","1.829,58","","-0,23%"
"27.08.1996","2.250,51","1.833,92","1.833,92","1.833,92","","0,51%"
"26.08.1996","2.239,20","1.824,66","1.824,66","1.824,66","","-0,30%"
"23.08.1996","2.245,85","1.830,15","1.830,15","1.830,15","","0,07%"
"22.08.1996","2.244,36","1.828,94","1.828,94","1.828,94","","0,16%"
"21.08.1996","2.240,74","1.825,96","1.825,96","1.825,96","","-0,27%"
"20.08.1996","2.246,81","1.830,93","1.830,93","1.830,93","","-0,01%"
"19.08.1996","2.246,99","1.830,92","1.830,92","1.830,92","","-0,19%"
"16.08.1996","2.251,24","1.834,43","1.834,43","1.834,43","","-0,31%"
"15.08.1996","2.258,34","1.840,15","1.840,15","1.840,15","","-0,19%"
"14.08.1996","2.262,54","1.843,64","1.843,64","1.843,64","","-0,44%"
"13.08.1996","2.272,64","1.852,10","1.852,10","1.852,10","","0,13%"
"12.08.1996","2.269,78","1.851,19","1.851,19","1.851,19","","0,23%"
"09.08.1996","2.264,67","1.846,99","1.846,99","1.846,99","","-0,37%"
"08.08.1996","2.273,17","1.854,08","1.854,08","1.854,08","","0,19%"
"07.08.1996","2.268,93","1.850,99","1.850,99","1.850,99","","-0,27%"
"06.08.1996","2.275,01","1.856,70","1.856,70","1.856,70","","0,29%"
"05.08.1996","2.268,34","1.851,12","1.851,12","1.851,12","","0,78%"
"02.08.1996","2.250,82","1.836,73","1.836,73","1.836,73","","-0,06%"
"01.08.1996","2.252,22","1.837,99","1.837,99","1.837,99","","0,21%"
"31.07.1996","2.247,54","1.834,17","1.834,17","1.834,17","","0,05%"
"30.07.1996","2.246,49","1.833,22","1.833,22","1.833,22","","-0,41%"
"29.07.1996","2.255,85","1.840,75","1.840,75","1.840,75","","0,49%"
"26.07.1996","2.244,90","1.832,05","1.832,05","1.832,05","","-0,40%"
"25.07.1996","2.253,85","1.839,30","1.839,30","1.839,30","","-0,26%"
"24.07.1996","2.259,65","1.844,40","1.844,40","1.844,40","","-0,70%"
"23.07.1996","2.275,63","1.857,79","1.857,79","1.857,79","","-0,14%"
"22.07.1996","2.278,80","1.860,50","1.860,50","1.860,50","","-0,19%"
"19.07.1996","2.283,14","1.867,40","1.867,40","1.867,40","","0,16%"
"18.07.1996","2.279,59","1.865,30","1.865,30","1.865,30","","0,63%"
"17.07.1996","2.265,42","1.855,24","1.855,24","1.855,24","","0,26%"
"16.07.1996","2.259,60","1.851,00","1.851,00","1.851,00","","-2,13%"
"15.07.1996","2.308,88","1.891,43","1.891,43","1.891,43","","-0,51%"
"12.07.1996","2.320,70","1.900,98","1.900,98","1.900,98","","-0,61%"
"11.07.1996","2.334,99","1.913,02","1.913,02","1.913,02","","0,08%"
"10.07.1996","2.333,03","1.911,24","1.911,24","1.911,24","","0,19%"
"09.07.1996","2.328,70","1.907,76","1.907,76","1.907,76","","-0,07%"
"08.07.1996","2.330,35","1.909,21","1.909,21","1.909,21","","-0,92%"
"05.07.1996","2.351,87","1.928,14","1.928,14","1.928,14","","-0,15%"
"04.07.1996","2.355,42","1.932,58","1.932,58","1.932,58","","-0,10%"
"03.07.1996","2.357,74","1.937,54","1.937,54","1.937,54","","-0,26%"
"02.07.1996","2.364,00","1.942,56","1.942,56","1.942,56","","0,72%"
"01.07.1996","2.347,18","1.928,74","1.928,74","1.928,74","","-0,46%"
"28.06.1996","2.357,97","1.941,86","1.941,86","1.941,86","","0,08%"
"27.06.1996","2.356,07","1.941,45","1.941,45","1.941,45","","0,24%"
"26.06.1996","2.350,45","1.936,72","1.936,72","1.936,72","","0,01%"
"25.06.1996","2.350,18","1.936,36","1.936,36","1.936,36","","1,09%"
"24.06.1996","2.324,83","1.916,58","1.916,58","1.916,58","","1,26%"
"21.06.1996","2.296,01","1.892,89","1.892,89","1.892,89","","0,73%"
"20.06.1996","2.279,43","1.882,19","1.882,19","1.882,19","","0,11%"
"19.06.1996","2.277,00","1.880,06","1.880,06","1.880,06","","-0,10%"
"18.06.1996","2.279,32","1.885,61","1.885,61","1.885,61","","0,74%"
"17.06.1996","2.262,64","1.871,66","1.871,66","1.871,66","","0,32%"
"14.06.1996","2.255,46","1.866,04","1.866,04","1.866,04","","0,07%"
"13.06.1996","2.253,91","1.865,86","1.865,86","1.865,86","","-0,08%"
